CL State,CL Region,CL District,Housing Category,Post ID,Repost of (Post ID),Title,URL,Date Posted,Time Posted,Price,Location,Post has Image,Post has Map,Post has Geotag,Bedrooms,Area
California,sfbay,sfc,rooms & shares,6964729847,6856916590,Beautiful and spacious room for rent,https://sfbay.craigslist.org/sfc/roo/d/san-francisco-beautiful-and-spacious/6964729847.html,2019-08-25,21:23,$1000,excelsior / outer mission,True,False,None,None,None
California,sfbay,sfc,rooms & shares,6954586034,6835913917,Beautiful Hayward  hills room for rent,https://sfbay.craigslist.org/sfc/roo/d/hayward-beautiful-hayward-hills-room/6954586034.html,2019-08-25,21:23,$950,Off of D st,True,False,None,None,200ft2
California,sfbay,sfc,rooms & shares,6956110672,5436910529,Male wanted to share the apt with 2 men  move in date 10/13.,https://sfbay.craigslist.org/sfc/roo/d/san-francisco-male-wanted-to-share-the/6956110672.html,2019-08-25,21:19,$1000,west portal / forest hill,True,False,None,None,None
California,sfbay,sfc,rooms & shares,6964727145,6951278770,roommate wanted,https://sfbay.craigslist.org/sfc/roo/d/san-francisco-roommate-wanted/6964727145.html,2019-08-25,21:12,$975,inner sunset / UCSF,True,False,None,None,None
California,sfbay,sfc,rooms & shares,6964712480,None,Single room for sublease from 09/01/2019,https://sfbay.craigslist.org/sfc/roo/d/san-francisco-single-room-for-sublease/6964712480.html,2019-08-25,20:21,$800,Chinatown,True,False,None,None,70ft2
California,sfbay,sfc,rooms & shares,6964712065,None,Room for rent at outer sunset,https://sfbay.craigslist.org/sfc/roo/d/san-francisco-room-for-rent-at-outer/6964712065.html,2019-08-25,20:20,$920,sunset / parkside,True,False,None,None,None
California,sfbay,sfc,rooms & shares,6964709454,6791000243,one big bedroom on 2nd floor available now,https://sfbay.craigslist.org/sfc/roo/d/daly-city-one-big-bedroom-on-2nd-floor/6964709454.html,2019-08-25,20:12,$1000,excelsior / outer mission,True,False,None,None,247ft2
California,sfbay,sfc,rooms & shares,6962149030,6955674570,1 bedroom in 4bd/2bath newly renovated apartment in Richmond district,https://sfbay.craigslist.org/sfc/roo/d/san-francisco-1-bedroom-in-4bd-2bath/6962149030.html,2019-08-25,20:07,$1000,richmond / seacliff,True,False,None,None,None
California,sfbay,sfc,rooms & shares,6962874129,None,"$990 Beautiful rooms for SFSU students, Walkable to campus",https://sfbay.craigslist.org/sfc/roo/d/san-francisco-990-beautiful-rooms-for/6962874129.html,2019-08-25,20:02,$990,ingleside / SFSU / CCSF,True,False,None,None,100ft2
California,sfbay,sfc,rooms & shares,6962734107,None,Nice room for rent,https://sfbay.craigslist.org/sfc/roo/d/san-francisco-nice-room-for-rent/6962734107.html,2019-08-25,19:49,$1000,ingleside / SFSU / CCSF,True,False,None,None,None
California,sfbay,sfc,rooms & shares,6964689213,6958978585,Room in Sunny Laurel Heights Victorian 9/15,https://sfbay.craigslist.org/sfc/roo/d/san-francisco-room-in-sunny-laurel/6964689213.html,2019-08-25,19:17,$950,laurel heights/ inner Richmond,True,False,None,None,None
California,sfbay,sfc,rooms & shares,6964674641,None,Private bedroom available in 3 bed/2 bath home,https://sfbay.craigslist.org/sfc/roo/d/san-francisco-private-bedroom-available/6964674641.html,2019-08-25,18:41,$1000,sunset / parkside,True,False,None,None,None
California,sfbay,sfc,rooms & shares,6959708353,None,Room for  Rent,https://sfbay.craigslist.org/sfc/roo/d/daly-city-room-for-rent/6959708353.html,2019-08-25,18:06,$700,Serrmonte area Daly City,True,False,None,None,None
California,sfbay,sfc,rooms & shares,6964632199,None,sunny room in large mission flat,https://sfbay.craigslist.org/sfc/roo/d/san-francisco-sunny-room-in-large/6964632199.html,2019-08-25,17:13,$890,mission district,True,False,None,None,112ft2
California,sfbay,sfc,rooms & shares,6964619109,6864171646,Private medium size room w/parking available now,https://sfbay.craigslist.org/sfc/roo/d/san-francisco-private-medium-size-room/6964619109.html,2019-08-25,16:48,$890,inner richmond,True,False,None,None,125ft2
California,sfbay,sfc,rooms & shares,6958105390,6935736239,Private Fully Furnished Bedroom - Great for Students!,https://sfbay.craigslist.org/sfc/roo/d/san-francisco-private-fully-furnished/6958105390.html,2019-08-25,16:16,$850,visitacion valley,True,False,None,None,120ft2
California,sfbay,sfc,rooms & shares,6964601283,None,"spacious, private bedroom 30 min from downtown",https://sfbay.craigslist.org/sfc/roo/d/san-francisco-spacious-private-bedroom/6964601283.html,2019-08-25,16:15,$1000,visitacion valley,True,False,None,None,None
California,sfbay,sfc,rooms & shares,6959218120,None,"$990 Beautiful rooms for SFSU students, Walkable to campus",https://sfbay.craigslist.org/sfc/roo/d/san-francisco-990-beautiful-rooms-for/6959218120.html,2019-08-25,15:58,$990,ingleside / SFSU / CCSF,True,False,None,None,100ft2
California,sfbay,sfc,rooms & shares,6964550591,None,"(近SFSU,CCSF) Sunset 独立浴室房间出租 洽女生 (9月15日可入住)",https://sfbay.craigslist.org/sfc/roo/d/san-francisco-sfsuccsf-sunset-915/6964550591.html,2019-08-25,14:51,$920,sunset / parkside,True,False,None,None,None
California,sfbay,sfc,rooms & shares,6964522503,None,Third floor private bedroom( utilities free) near Bart Station 出租,https://sfbay.craigslist.org/sfc/roo/d/daly-city-third-floor-private-bedroom/6964522503.html,2019-08-25,14:20,$770,ingleside / SFSU / CCSF,True,False,None,None,None
California,sfbay,sfc,rooms & shares,6964527920,None,"1 BEDROOM for September (NEAR BEACH, SFSU, mall, CCSF, UCSF, L-Train)",https://sfbay.craigslist.org/sfc/roo/d/san-francisco-1-bedroom-for-september/6964527920.html,2019-08-25,14:15,$900,sunset / parkside,True,False,None,None,None
California,sfbay,sfc,rooms & shares,6964481962,None,Large full furnished bedroom available for rent in,https://sfbay.craigslist.org/sfc/roo/d/san-francisco-large-full-furnished/6964481962.html,2019-08-25,14:09,$600,"2320 Mission St, San Francisco, CA",True,False,None,None,None
California,sfbay,sfc,rooms & shares,6964515799,None,Furnished room for rent for male,https://sfbay.craigslist.org/sfc/roo/d/san-francisco-furnished-room-for-rent/6964515799.html,2019-08-25,13:57,$830,inner sunset / UCSF,True,False,None,None,None
California,sfbay,sfc,rooms & shares,6964479994,None,Large 2 bedrooms/bath available for rent in,https://sfbay.craigslist.org/sfc/roo/d/san-francisco-large-2-bedrooms-bath/6964479994.html,2019-08-25,13:30,$600,"623 Cortland Ave, San Francisco, CA",True,False,None,None,None
California,sfbay,sfc,rooms & shares,6964434757,None,1 bedroom available in 3 bedroom house,https://sfbay.craigslist.org/sfc/roo/d/san-francisco-1-bedroom-available-in-3/6964434757.html,2019-08-25,12:03,$1000,sunset / parkside,True,False,None,None,None
California,sfbay,sfc,rooms & shares,6958719394,None,Room for rent furnished,https://sfbay.craigslist.org/sfc/roo/d/san-francisco-room-for-rent-furnished/6958719394.html,2019-08-25,11:29,$900,bayview,True,False,None,None,110ft2
California,sfbay,sfc,rooms & shares,6951237337,None,"Charming rooms for SFSU students, Walkable to campus",https://sfbay.craigslist.org/sfc/roo/d/san-francisco-charming-rooms-for-sfsu/6951237337.html,2019-08-25,11:27,$990,ingleside / SFSU / CCSF,True,False,None,None,100ft2
California,sfbay,sfc,rooms & shares,6964392633,None,Single Room available Outer Sunset,https://sfbay.craigslist.org/sfc/roo/d/san-francisco-single-room-available/6964392633.html,2019-08-25,11:06,$1000,sunset / parkside,True,False,None,None,None
California,sfbay,sfc,rooms & shares,6964389724,None,One large Bedroom with easy parking,https://sfbay.craigslist.org/sfc/roo/d/san-francisco-one-large-bedroom-with/6964389724.html,2019-08-25,11:03,$910,excelsior / outer mission,True,False,None,None,None
California,sfbay,sfc,rooms & shares,6964384941,None,LARGE ROOM NEAR SFSU AND CCSF,https://sfbay.craigslist.org/sfc/roo/d/san-francisco-large-room-near-sfsu-and/6964384941.html,2019-08-25,10:58,$1000,ingleside / SFSU / CCSF,True,False,None,None,None
California,sfbay,sfc,rooms & shares,6944179828,6924793296,Sunny Bernal Room,https://sfbay.craigslist.org/sfc/roo/d/san-francisco-sunny-bernal-room/6944179828.html,2019-08-25,09:52,$1000,bernal heights,True,False,None,None,1250ft2
California,sfbay,sfc,rooms & shares,6958841165,None,Large full furnished bedroom available for rent in,https://sfbay.craigslist.org/sfc/roo/d/san-francisco-large-full-furnished/6958841165.html,2019-08-25,09:03,$600,"2320 Mission St, San Francisco, CA",True,False,None,None,None
California,sfbay,sfc,rooms & shares,6949447389,None,Large 2 bedrooms/bath available for rent in,https://sfbay.craigslist.org/sfc/roo/d/san-francisco-large-2-bedrooms-bath/6949447389.html,2019-08-25,09:03,$600,"623 Cortland Ave, San Francisco, CA",True,False,None,None,None
California,sfbay,sfc,rooms & shares,6964250804,4575251081,Outer Richmond Bedroom,https://sfbay.craigslist.org/sfc/roo/d/outer-richmond-bedroom/6964250804.html,2019-08-25,07:42,$975,richmond / seacliff,True,False,None,None,None
California,sfbay,sfc,rooms & shares,6964242312,None,"Charming room for SFSU student, Walkable to campus",https://sfbay.craigslist.org/sfc/roo/d/san-francisco-charming-room-for-sfsu/6964242312.html,2019-08-25,07:31,$990,ingleside / SFSU / CCSF,True,False,None,None,100ft2
California,sfbay,sfc,rooms & shares,6959810011,5384372395,Single room ideal for college students雅房出租,https://sfbay.craigslist.org/sfc/roo/d/san-francisco-single-room-ideal-for/6959810011.html,2019-08-25,07:25,$895,sunset / parkside,True,False,None,None,None
California,sfbay,sfc,rooms & shares,6951925879,6461695975,INNER RICHMOND OPEN HOUSE TODAY - 2 BLOCKS FROM USF,https://sfbay.craigslist.org/sfc/roo/d/san-francisco-inner-richmond-open-house/6951925879.html,2019-08-25,07:12,$1000,inner richmond,True,False,None,None,None
California,sfbay,sfc,rooms & shares,6956815780,4761024466,Room for Rent w/ wood flooring (Utilities Included),https://sfbay.craigslist.org/sfc/roo/d/san-francisco-room-for-rent-wood/6956815780.html,2019-08-25,05:48,$950,excelsior / outer mission,True,False,None,None,108ft2
California,sfbay,sfc,rooms & shares,6964169781,None,Large bedroom available for rent in our shared house.,https://sfbay.craigslist.org/sfc/roo/d/oakland-large-bedroom-available-for/6964169781.html,2019-08-25,04:59,$500,"548 32nd St, Oakland, CA",True,False,None,None,2000ft2
California,sfbay,sfc,rooms & shares,6957534230,None,Private clean room near CCSF & SFSU Oceanview BART,https://sfbay.craigslist.org/sfc/roo/d/daly-city-private-clean-room-near-ccsf/6957534230.html,2019-08-24,21:56,$995,san francisco,True,False,None,None,1ft2
California,sfbay,sfc,rooms & shares,6964123462,5115323236,Newly Remodeled Private Bedroom,https://sfbay.craigslist.org/sfc/roo/d/san-francisco-newly-remodeled-private/6964123462.html,2019-08-24,21:29,$700,excelsior / outer mission,True,False,None,None,None
California,sfbay,sfc,rooms & shares,6964123227,None,Shared Room For Rent SFState,https://sfbay.craigslist.org/sfc/roo/d/san-francisco-shared-room-for-rent/6964123227.html,2019-08-24,21:04,$800,ingleside / SFSU / CCSF,True,False,None,None,None
California,sfbay,sfc,rooms & shares,6964115529,6950143948,A good size room in a modern house,https://sfbay.craigslist.org/sfc/roo/d/san-francisco-good-size-room-in-modern/6964115529.html,2019-08-24,20:32,$925,excelsior / outer mission,True,False,None,None,None
California,sfbay,sfc,rooms & shares,6960921793,None,Private Room in Hayes Valley,https://sfbay.craigslist.org/sfc/roo/d/san-francisco-private-room-in-hayes/6960921793.html,2019-08-24,20:05,$900,hayes valley,True,False,None,None,None
California,sfbay,sfc,rooms & shares,6964102000,None,Chill Sunset house,https://sfbay.craigslist.org/sfc/roo/d/san-francisco-chill-sunset-house/6964102000.html,2019-08-24,19:44,$950,sunset / parkside,True,False,None,None,120ft2
California,sfbay,sfc,rooms & shares,6957423923,6934929135,Private Quiet Fully Furnished Bedroom - Perfect for Students!,https://sfbay.craigslist.org/sfc/roo/d/san-francisco-private-quiet-fully/6957423923.html,2019-08-24,19:42,$850,visitacion valley,True,False,None,None,120ft2
California,sfbay,sfc,rooms & shares,6964056732,None,Rooms for Rent,https://sfbay.craigslist.org/sfc/roo/d/san-francisco-rooms-for-rent/6964056732.html,2019-08-24,18:03,$870,sunset / parkside,True,False,None,None,150ft2
California,sfbay,sfc,rooms & shares,6964058480,None,Room for Rent in great neighborhood in north santa rosa,https://sfbay.craigslist.org/sfc/roo/d/fulton-room-for-rent-in-great/6964058480.html,2019-08-24,17:46,$850,SANTA ROSA,True,False,None,None,None
California,sfbay,sfc,rooms & shares,6964039216,None,LOVELY B/ROOM IN A BEAUTIFUL HOME .,https://sfbay.craigslist.org/sfc/roo/d/san-francisco-lovely-room-in-beautiful/6964039216.html,2019-08-24,17:06,$990,glen park,True,False,None,None,150ft2
California,sfbay,sfc,rooms & shares,6963938316,None,"Charming room for SFSU student, Walkable to campus",https://sfbay.craigslist.org/sfc/roo/d/san-francisco-charming-room-for-sfsu/6963938316.html,2019-08-24,14:13,$990,ingleside / SFSU / CCSF,True,False,None,None,100ft2
California,sfbay,sfc,rooms & shares,6963934629,6957691093,Female Roommate Wanted/Very Clean/Bright Bedroom/Close to SFSU,https://sfbay.craigslist.org/sfc/roo/d/san-francisco-female-roommate-wanted/6963934629.html,2019-08-24,14:08,$910,sunset / parkside,True,False,None,None,110ft2
California,sfbay,sfc,rooms & shares,6958713681,6947532111,Remodeled private room for rent,https://sfbay.craigslist.org/sfc/roo/d/san-francisco-remodeled-private-room/6958713681.html,2019-08-24,13:50,$900,bayview,True,False,None,None,None
California,sfbay,sfc,rooms & shares,6963911090,5708457538,PRIVATE ROOM No couples - Commuter Friendly for UCB Students,https://sfbay.craigslist.org/sfc/roo/d/san-leandro-private-room-no-couples/6963911090.html,2019-08-24,13:46,$650,NEXT TO SAN LEANDRO BART opens SEPT,True,False,None,None,None
California,sfbay,sfc,rooms & shares,6963890750,None,2 Rooms for Rent,https://sfbay.craigslist.org/sfc/roo/d/san-francisco-2-rooms-for-rent/6963890750.html,2019-08-24,13:28,$870,sunset / parkside,True,False,None,None,150ft2
California,sfbay,sfc,rooms & shares,6963861443,None,Private room with BIG closets,https://sfbay.craigslist.org/sfc/roo/d/san-francisco-private-room-with-big/6963861443.html,2019-08-24,12:31,$950,richmond / seacliff,True,False,None,None,300ft2
California,sfbay,sfc,rooms & shares,6963860602,5581221746,Castro Room for Rent in Nice Condo (female preferred) - $1000/mth,https://sfbay.craigslist.org/sfc/roo/d/castro-room-for-rent-in-nice-condo/6963860602.html,2019-08-24,12:30,$1000,castro / upper market,True,False,None,None,None
California,sfbay,sfc,rooms & shares,6963852224,5589965700,Beautiful Bedroom for rent   單房出租,https://sfbay.craigslist.org/sfc/roo/d/san-francisco-beautiful-bedroom-for/6963852224.html,2019-08-24,12:20,$800,Silver/San Burno,True,False,None,None,None
California,sfbay,sfc,rooms & shares,6959073816,None,"$990 Beautiful rooms for SFSU students, Walkable to campus",https://sfbay.craigslist.org/sfc/roo/d/san-francisco-990-beautiful-rooms-for/6959073816.html,2019-08-24,12:19,$990,ingleside / SFSU / CCSF,True,False,None,None,100ft2
California,sfbay,sfc,rooms & shares,6963719635,6868907836,fragrance-free roommate wanted,https://sfbay.craigslist.org/sfc/roo/d/san-francisco-fragrance-free-roommate/6963719635.html,2019-08-24,11:51,$1000,mission district,True,False,None,None,None
California,sfbay,sfc,rooms & shares,6963768530,None,Furnished room for rent in great Location,https://sfbay.craigslist.org/sfc/roo/d/san-francisco-furnished-room-for-rent/6963768530.html,2019-08-24,10:44,$830,ingleside / SFSU / CCSF,True,False,None,None,None
California,sfbay,sfc,rooms & shares,6963763894,6939262254,16th Ave/Ulloa Bedroom,https://sfbay.craigslist.org/sfc/roo/d/san-francisco-16th-ave-ulloa-bedroom/6963763894.html,2019-08-24,10:39,$900,west portal / forest hill,True,False,None,None,70ft2
California,sfbay,sfc,rooms & shares,6963759719,6939271860,16th Ave/Vicente Bedroom,https://sfbay.craigslist.org/sfc/roo/d/san-francisco-16th-ave-vicente-bedroom/6963759719.html,2019-08-24,10:35,$1000,west portal / forest hill,True,False,None,None,170ft2
California,sfbay,sfc,rooms & shares,6963699127,None,"Very small room 4 a male commuter, great location!",https://sfbay.craigslist.org/sfc/roo/d/san-francisco-very-small-room-4-male/6963699127.html,2019-08-24,09:28,$650,Geary/Baket,True,False,None,None,None
California,sfbay,sfc,rooms & shares,6963697352,None,Seeking male grad student/intern for academic year - 1blk to UCSF,https://sfbay.craigslist.org/sfc/roo/d/san-francisco-seeking-male-grad-student/6963697352.html,2019-08-24,09:26,$975,inner sunset / UCSF,True,False,None,None,3000ft2
California,sfbay,sfc,rooms & shares,6958394070,6689514267,SFSU female student: convenient/quiet/safe/comfortable/laundry/,https://sfbay.craigslist.org/sfc/roo/d/san-francisco-sfsu-female-student/6958394070.html,2019-08-24,09:02,$950,Ingleside Terrace,True,False,None,None,110ft2
California,sfbay,sfc,rooms & shares,6963673856,6791000243,one bedroom on 2nd floor available on 8/26 /2019,https://sfbay.craigslist.org/sfc/roo/d/daly-city-one-bedroom-on-2nd-floor/6963673856.html,2019-08-24,09:00,$860,excelsior / outer mission,True,False,None,None,120ft2
California,sfbay,sfc,rooms & shares,6952320589,None,"Charming room for SFSU student, Walkable to campus",https://sfbay.craigslist.org/sfc/roo/d/san-francisco-charming-room-for-sfsu/6952320589.html,2019-08-24,08:52,$990,ingleside / SFSU / CCSF,True,False,None,None,100ft2
California,sfbay,sfc,rooms & shares,6963581916,6898186299,i have a private room/bath available in San Francisco,https://sfbay.craigslist.org/sfc/roo/d/san-francisco-have-private-room-bath/6963581916.html,2019-08-24,08:05,$900,mission district,True,False,None,None,980ft2
California,sfbay,sfc,rooms & shares,6944489839,5072383005,"QUIET CLEAN, SPACIOUS, AND FURNISHED BEDROOM",https://sfbay.craigslist.org/sfc/roo/d/daly-city-quiet-clean-spacious-and/6944489839.html,2019-08-24,07:47,$1000,excelsior / outer mission,True,False,None,None,None
California,sfbay,sfc,rooms & shares,6960470894,6239614002,First month free rooms in a 10 bed 4 bath house,https://sfbay.craigslist.org/sfc/roo/d/san-francisco-first-month-free-rooms-in/6960470894.html,2019-08-24,07:36,$850,ingleside / SFSU / CCSF,True,False,None,None,100ft2
California,sfbay,sfc,rooms & shares,6959183055,5384372395,亁凈温暖房间 Nice furnished room,https://sfbay.craigslist.org/sfc/roo/d/san-francisco-nice-furnished-room/6959183055.html,2019-08-24,07:29,$895,sunset / parkside,True,False,None,None,None
California,sfbay,sfc,rooms & shares,6944304238,6880275765,Sunset 1 bedrooms in-law for rent,https://sfbay.craigslist.org/sfc/roo/d/san-francisco-sunset-1-bedrooms-in-law/6944304238.html,2019-08-24,06:10,$1000,sunset / parkside,True,False,None,None,110ft2
California,sfbay,sfc,rooms & shares,6963486441,None,"Small, Clean, Sunny Furnished Room in a Beautiful Home",https://sfbay.craigslist.org/sfc/roo/d/san-francisco-small-clean-sunny/6963486441.html,2019-08-24,00:37,$975,castro / upper market,True,False,None,None,None
California,sfbay,sfc,rooms & shares,6963461863,None,Ready to move in nice clean room!,https://sfbay.craigslist.org/sfc/roo/d/daly-city-ready-to-move-in-nice-clean/6963461863.html,2019-08-23,23:21,$995,San Francisco,True,False,None,None,100ft2
California,sfbay,sfc,rooms & shares,6958853806,6223641690,WEEKEND RENTER/Commuter! female 26 or older-3 bedroom apt in Marina,https://sfbay.craigslist.org/sfc/roo/d/weekend-renter-commuter-female-26-or/6958853806.html,2019-08-23,22:38,$950,marina / cow hollow,True,False,None,None,None
California,sfbay,sfc,rooms & shares,6960434833,None,套间房出租,https://sfbay.craigslist.org/sfc/roo/d/san-francisco/6960434833.html,2019-08-23,21:51,$1000,ingleside / SFSU / CCSF,True,False,None,None,160ft2
California,sfbay,sfc,rooms & shares,6949867472,6716230515,Must see nice and clean room!,https://sfbay.craigslist.org/sfc/roo/d/san-francisco-must-see-nice-and-clean/6949867472.html,2019-08-23,21:32,$995,excelsior / outer mission,True,False,None,None,100ft2
California,sfbay,sfc,rooms & shares,6963452107,None,"$990 Beautiful rooms for SFSU students, Walkable to campus",https://sfbay.craigslist.org/sfc/roo/d/san-francisco-990-beautiful-rooms-for/6963452107.html,2019-08-23,21:06,$990,ingleside / SFSU / CCSF,True,False,None,None,100ft2
California,sfbay,sfc,rooms & shares,6958426505,6799949351,"5 rooms Safe, Quiet, Central location, Available  NOW, 9/1, 9/8,11/1",https://sfbay.craigslist.org/sfc/roo/d/san-francisco-5-rooms-safe-quiet/6958426505.html,2019-08-23,20:51,$588,financial district,True,False,None,None,90ft2
California,sfbay,sfc,rooms & shares,6963431634,4751819780,Live in a great 5 bedroom flat with amazing people,https://sfbay.craigslist.org/sfc/roo/d/live-in-great-5-bedroom-flat-with/6963431634.html,2019-08-23,19:59,$850,excelsior / outer mission,True,False,None,None,80ft2
California,sfbay,sfc,rooms & shares,6963402729,None,"Bright, high ceiling, lots of natural light",https://sfbay.craigslist.org/sfc/roo/d/san-francisco-bright-high-ceiling-lots/6963402729.html,2019-08-23,19:17,$1000,inner sunset / UCSF,True,False,None,None,None
California,sfbay,sfc,rooms & shares,6958148610,6484805251,Room Near SFSU,https://sfbay.craigslist.org/sfc/roo/d/san-francisco-room-near-sfsu/6958148610.html,2019-08-23,19:15,$630,ingleside / SFSU / CCSF,True,False,None,None,56ft2
California,sfbay,sfc,rooms & shares,6963415026,6484805251,Room Near SFSU,https://sfbay.craigslist.org/sfc/roo/d/san-francisco-room-near-sfsu/6963415026.html,2019-08-23,19:14,$800,ingleside / SFSU / CCSF,True,False,None,None,94ft2
California,sfbay,sfc,rooms & shares,6963412870,None,Ideal for students~Beautiful single room available for rent!,https://sfbay.craigslist.org/sfc/roo/d/san-francisco-ideal-for/6963412870.html,2019-08-23,19:08,$850,excelsior / outer mission,True,False,None,None,None
California,sfbay,sfc,rooms & shares,6963394764,6957691093,Female Roommate Wanted/Very Clean/Bright Bedroom/Close to SFSU,https://sfbay.craigslist.org/sfc/roo/d/san-francisco-female-roommate-wanted/6963394764.html,2019-08-23,18:26,$910,sunset / parkside,True,False,None,None,110ft2
California,sfbay,sfc,rooms & shares,6963341557,None,Available Now Furnished 1 Bedroom in a 2BR ~ Great Location Extendable,https://sfbay.craigslist.org/sfc/roo/d/san-francisco-available-now-furnished-1/6963341557.html,2019-08-23,17:02,$600,SOMA / south beach,True,False,None,None,None
California,sfbay,sfc,rooms & shares,6963306834,None,"Outer Sunset Room Available, $950/month",https://sfbay.craigslist.org/sfc/roo/d/san-francisco-outer-sunset-room/6963306834.html,2019-08-23,15:50,$950,sunset / parkside,True,False,None,None,None
California,sfbay,sfc,rooms & shares,6963226351,None,Two Rooms available on September 9th,https://sfbay.craigslist.org/sfc/roo/d/san-francisco-two-rooms-available-on/6963226351.html,2019-08-23,14:08,$802,richmond / seacliff,True,False,None,None,90ft2
California,sfbay,sfc,rooms & shares,6963180416,6917379726,Furnished rooms available in large house located in SoMa!,https://sfbay.craigslist.org/sfc/roo/d/san-francisco-furnished-rooms-available/6963180416.html,2019-08-23,13:19,$1000,SOMA / south beach,True,False,None,None,None
California,sfbay,sfc,rooms & shares,6963128250,None,3rd Roomate wanted for amazing place.,https://sfbay.craigslist.org/sfc/roo/d/san-francisco-3rd-roomate-wanted-for/6963128250.html,2019-08-23,12:26,$500,299 Fremont Street,True,False,None,None,2000ft2
California,sfbay,sfc,rooms & shares,6963100956,6766815980,$1000/mo FULLY FURNISHED ROOM IN A NICE NEIGHBORHOOD,https://sfbay.craigslist.org/sfc/roo/d/san-francisco-1000-mo-fully-furnished/6963100956.html,2019-08-23,11:40,$1000,ingleside / SFSU / CCSF,True,False,None,None,None
California,sfbay,sfc,rooms & shares,6953033465,6668767776,"Welcome Home SF country living, 1 bedroom, lots transportation",https://sfbay.craigslist.org/sfc/roo/d/san-francisco-welcome-home-sf-country/6953033465.html,2019-08-23,11:31,$1000,excelsior / outer mission,True,False,None,None,144ft2
California,sfbay,sfc,rooms & shares,6962964249,5719371437,"Small, quaint room available - $915",https://sfbay.craigslist.org/sfc/roo/d/small-quaint-room-available-915/6962964249.html,2019-08-23,09:20,$915,noe valley,True,False,None,None,None
California,sfbay,sfc,rooms & shares,6959974080,None,Large bedroom available for rent in our shared house.,https://sfbay.craigslist.org/sfc/roo/d/oakland-large-bedroom-available-for/6959974080.html,2019-08-23,07:07,$500,"548 32nd St, Oakland, CA",True,False,None,None,2000ft2
California,sfbay,sfc,rooms & shares,6962722864,6899356569,LARGE PRIVATE ROOM FOR RENT (UTILITIES INCLUDED),https://sfbay.craigslist.org/sfc/roo/d/san-francisco-large-private-room-for/6962722864.html,2019-08-22,22:07,$1000,sunset / parkside,True,False,None,None,None
California,sfbay,sfc,rooms & shares,6956804436,None,"$950 - Nice Furnished Bedroom near SFSU, Utilities and Wifi Included!!",https://sfbay.craigslist.org/sfc/roo/d/san-francisco-nice-furnished-bedroom/6956804436.html,2019-08-22,21:26,$950,sunset / parkside,True,False,None,None,None
California,sfbay,sfc,rooms & shares,6962709364,6921334468,2 Rooms for Rent  $900. and $1100.,https://sfbay.craigslist.org/sfc/roo/d/pacifica-2-rooms-for-rent-900-and-1100/6962709364.html,2019-08-22,21:11,$850,"Pacifica, CA",True,False,None,None,None
California,sfbay,sfc,rooms & shares,6962707807,None,日落区地下独立房,https://sfbay.craigslist.org/sfc/roo/d/san-francisco/6962707807.html,2019-08-22,21:06,$750,sunset / parkside,True,False,None,None,80ft2
